Item ID,Item Name,SKU,UPC,Is Returnable Item,HSN/SAC,Dimension Unit,Weight Unit,Is Receivable Service,Taxable,Taxability Type,Product Type,Category Name,Parent Category,Intra State Tax Name,Intra State Tax Rate,Intra State Tax Type,Inter State Tax Name,Inter State Tax Rate,Inter State Tax Type,Source,Reference ID,Last Sync Time,Status,Usage unit,Unit Name,Default Sales Unit Name,Default Sales Unit Symbol,Default Purchase Unit Name,Default Purchase Unit Symbol,Inventory Account,Inventory Account Code,Inventory Valuation Method,Reorder Point,Vendor,Warehouse Name,Opening Stock,Opening Stock Value,Stock On Hand,Item Type
2.34877E+18,Microcrystalline Cellulose (MICCEL-112),ANKIT_Microcrystalline Cellulose (MICCEL-112),,TRUE,39129090,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,ANKIT PULPS & BOARDS PVT.LTD,,,,0,Inventory
2.34877E+18,SIMETHICONE USP,SIMETHICONE USP-RIO CARE,,TRUE,30039090,cm,kg,,TRUE,,goods,,,GST12,12,Group,IGST12,12,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,RIOCARE INDIA PRIVATE LIMITED,,,,0,Inventory
2.34877E+18,Guaifenesin USP,Guaifenesin USP-Smilax,,TRUE,29095090,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,,,,,0,Inventory
2.34877E+18,Conjugated Estrogens USP,Conjugated Estrogens USP-Symbiotec,,TRUE,29372900,cm,kg,,TRUE,,goods,,,GST0,0,Group,IGST0,0,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,,,,,0,Inventory
2.34877E+18,Magnesium Hypophosphite IP VET,Magnesium Hypophosphite IP VET - VIctory,,TRUE,28351020,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,,,,,0,Inventory
2.34877E+18,Pantoprazole Base,Pantoprazole Base-Metrochem,,TRUE,29333990,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,,,,,0,Inventory
2.34877E+18,Cyproheptadine Hydrochloride USP,Vasudha_ Cyproheptadine,,TRUE,29333990,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,VASUDHA PHARMA CHEM LIMITED-AP,,,,0,Inventory
2.34877E+18,Lithium Sulfate,Remedium_Lithium Sulfate,,TRUE,29213090,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,REMEDIUM LIFECARE LIMITED,,,,0,Inventory
2.34877E+18,Fexofenaddine Hydrochloride USP,Vasudha_Fexofenadine Base,,TRUE,29333990,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,VASUDHA PHARMA CHEM LIMITED-AP,,,,0,Inventory
2.34877E+18,CHOLESTYRAMINE RESIN USP,CHLMIN,,FALSE,,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,5,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,,,,,0,Inventory
2.34877E+18,LISDEXAMFETAMINE DIMESYLATE ALKEM LABS,LISDEXAMFETAMINE DIMESYLATE ALKEM LABS,,TRUE,29214600,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,ALKEM LABORATORIES LTD,,,,0,Inventory
2.34877E+18,FURNITURE AND FIXTURES-MAA SAI SEATINGS,FURNITURE AND FIXTURES-MAA SAI SEATINGS,,TRUE,940370,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,nos,Numbers,Numbers,nos,Numbers,nos,Inventory Asset,,,,MAA SAI SEATINGS,,,,,Sales and Purchases
2.34877E+18,Hydrocortisone Sodium Succinate Injection,Mac chem_Hydrocortisone Sodium Succinate Injection,,TRUE,29372100,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,MAC-CHEM PRODUCTS (INDIA) PVT LTD,,,,0,Inventory
2.34877E+18,Clopidogrel BI Sulfate USP,Clopidogrel BI Sulfate USP-Aarti Drugs,,TRUE,29349990,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,,,,,0,Inventory
2.34877E+18,Ketotifen Hydrogen Fumarate BP/Ph.Eur,Ketotifen Hydrogen Fumarate BP/Ph.Eur - Fleming,,TRUE,29333990,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,,,,,0,Inventory
2.34877E+18,Loperamide Hydrochloride USP,Loperamide Hydrochloride USP- Fleming,,TRUE,29333929,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,,,,,0,Inventory
2.34877E+18,Fenofibrate Ph. Eur,Fenofibrate Ph. Eur-IOL Chemicals,,TRUE,29420090,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,,,,,0,Inventory
2.34877E+18,Calcium Sulphate Dihydrate (EP/USP-NF),Calcium Sulphate Dihydrate (EP/USP-NF)-Sudeep Pharma,,TRUE,25202090,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,,,,,0,Inventory
2.34877E+18,Cinnarizine BP/PH.EUR,Cinnarizine BP/PH.EUR-Fleming,,TRUE,29335990,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,,,,,0,Inventory
2.34877E+18,Spak 20,Spak 20 - Spak Orgochem,,TRUE,29159090,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,,,,,0,Inventory
2.34877E+18,Solifenacin Succinate ph Eur,OPTIMUS_Solifenacin Succinate EP,,TRUE,29420090,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,OPTIMUS DRUGS PRIVATE LIMITED,,,,0,Inventory
2.34877E+18,Folic Acid,Fol-Sri,,FALSE,,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,5,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,,,,,0,Inventory
2.34877E+18,Citicoline Sodium USP,Solara_Citicoline Sodium USP,,TRUE,29420090,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,,,,,0,Inventory
2.34877E+18,DELL Laptop Latitude,DELL Laptop Latitude,,TRUE,84713010,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,nos,Numbers,Numbers,nos,Numbers,nos,Inventory Asset,,,,VSL ELECTRONICS,,,,,Sales and Purchases
2.34877E+18,Pregabalin USP,PREG_APIT,,FALSE,,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,5,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,,,,,0,Inventory
2.34877E+18,Minoxidil,MIN-Kumar Organic,,FALSE,29335990,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,5,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,Kumar Organics Private Limited,,,,0,Inventory
2.34877E+18,Pregabalin USP,Pre-Vas,,FALSE,,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,5,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,,,,,0,Inventory
2.34877E+18,Refined Glycerin 99.7% MIN USP Grade,Ref-Van,,FALSE,,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,5,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,,,,,0,Inventory
2.34877E+18,Clopidogrel Hydrogen Sulfate Ph Eur,IOL_Clopidogrel Ph Eur,,TRUE,29333990,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,IOL CHEMICALS AND PHARMACEUTICALS LIMITED,MACRO LOGISTICS & EXIM,600,INR 6150.00,0,Inventory
2.34877E+18,Erythromycin USP,Anuh_Erythromycin USP,,TRUE,29415000,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,Anuh Pharma Ltd,,,,0,Inventory
2.34877E+18,LINACLOTIDE IR PELLETS 0.09% w/w,Zaint_LINACLOTIDE IR PELLETS 0.09% w/w,,TRUE,,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,PRAMOL PHARMA,,,,0,Inventory
2.34877E+18,Simethicone Emulsion USP-30%,Simethicone Emulsion USP-30%,,TRUE,30039090,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,RIOCARE INDIA PRIVATE LIMITED,,,,0,Inventory
2.34877E+18,Fexofenadine Base,Sreekara_Fexofenadine Base,,TRUE,29333990,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,SREEKARA ORGANICS,JWR LOGISTICS,2000,INR 6350.00,0,Inventory
2.34877E+18,"BERAKSURF 25mg/1ml, 8ml  (Beractant)","PersisGen _BERAKSURF 25mg/1ml, 8ml  (Beractant)",,TRUE,,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,nos,Numbers,Numbers,nos,Numbers,nos,Stock-In+Hand,,fifo,,PersisGen Par,,,,0,Inventory
2.34877E+18,BIT DEFENDER EMAIL SECURITY 3 YEARS,VSL_BIT DEFENDER EMAIL SECURITY 3 YEARS,,FALSE,,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,nos,Numbers,Numbers,nos,Numbers,nos,,,,,VSL ELECTRONICS,,,,,Purchases
2.34877E+18,BIT DEFENDER GRAVITY ZONE BUSSINESS FOR 3 YEARS,VSL_BIT DEFENDER GRAVITY ZONE BUSSINESS FOR 3 YEARS,,FALSE,,cm,kg,,TRUE,,goods,,,GST18,18,Group,0.1IGST,0.1,Simple,1,,,Active,nos,Numbers,Numbers,nos,Numbers,nos,Inventory Asset,,,,VSL ELECTRONICS,,,,,Sales and Purchases
2.34877E+18,Ezetimibe USP,MSN_Ezetimibe USP,,TRUE,29337990,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,MSN LABORATORIES PRIVATE LIMITED,,,,0,Inventory
2.34877E+18,YELLOW IRON OXIDE,NEELIKON_YELLOW IRON OXIDE,,TRUE,,cm,kg,,TRUE,,goods,,,0.1GST,0.1,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,NEELIKON FOOD DYES AND CHEMICALS LTD.,,,,0,Inventory
2.34877E+18,NFDC RED IRON OXIDE,Neelikon_NFDC RED IRON OXIDE,,TRUE,,cm,kg,,TRUE,,goods,,,0.1GST,0.1,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,,,,,0,Inventory
2.34877E+18,NEELICOL PONCEAU 4R,NEELIKON_NEELICOL PONCEAU 4R,,TRUE,,cm,kg,,TRUE,,goods,,,0.1GST,0.1,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,NEELIKON FOOD DYES AND CHEMICALS LTD.,,,,0,Inventory
2.34877E+18,Sulfasalazine USP,Valens_Sulfasalazine USP,,TRUE,29359090,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,VALENS MOLECULES PRIVATE LIMITED,,,,0,Inventory
2.34877E+18,STATIONARY,STATIONARY,,FALSE,4901,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,nos,Numbers,Numbers,nos,Numbers,nos,,,,,DIGITAL WORLD,,,,,Purchases
2.34877E+18,CITICOLINE SODIUM-USP,CITICOLINE SODIUM-USP,,TRUE,29420090,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,SOLARA ACTIVE PHARMA SCIENCES LIMITED KA,,,,0,Inventory
2.34877E+18,HYDRALAZINE HYDROCHLORIDE IMPURITY B,Simson_HYDRALAZINE HYDROCHLORIDE IMPURITY B,,TRUE,,cm,kg,,TRUE,,goods,,,0.1GST,0.1,Group,IGST18,18,Simple,1,,,Active,mg,Milli Grams,Milli Grams,mg,Milli Grams,mg,Stock-In+Hand,,fifo,,Simson Pharma Limited,,,,0,Inventory
2.34877E+18,PERMETHRIN,PERMETHRIN,,TRUE,29163990,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,,JWR LOGISTICS,1500,INR 3000.00,0,Inventory
2.34877E+18,Triamcinolone Acetonide Micronized BP,Coral_Triamcinolone Acetonide Micronized BP,,TRUE,29372200,cm,kg,,TRUE,,goods,,,0.1GST,0.1,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,CORAL DRUGS PVT. LTD,,,,0,Inventory
2.34877E+18,PIMECROLIMUS USP,PIMECROLIMUS USP,,TRUE,29420090,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,g,Grams,Grams,g,Grams,g,Stock-In+Hand,,fifo,,,,,,0,Inventory
2.34877E+18,FEXOFENADINE HYDROCHLORIDE USP,FEXOFENADINE HYDROCHLORIDE USP,,TRUE,29333990,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,,,,,0,Inventory
2.34877E+18,KETOCONAZOLE USP,KETOCONAZOLE USP,,TRUE,29332990,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,,,,,0,Inventory
2.34877E+18,Donepezil HCL USP 43,vasudha_Donepezil HCL USP 43,,TRUE,,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,VASUDHA PHARMA CHEM LIMITED-AP,,,,0,Inventory
2.34877E+18,Neelicol Erythrosine,Neelikon_Neelicol Erythrosine,,TRUE,,cm,kg,,TRUE,,goods,,,0.1GST,0.1,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,NEELIKON FOOD DYES AND CHEMICALS LTD.,,,,0,Inventory
2.34877E+18,Sumatriptan,Sumat-SMIL,,FALSE,,,,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,5,,,Active,,,,,,,,,,,,,,,,Sales
2.34877E+18,Clascoterone,Bulat Pharmaceutical _Clascoterone,,TRUE,29420090,cm,kg,,TRUE,,goods,,,0.1GST,0.1,Group,IGST18,18,Simple,1,,,Active,g,Grams,Grams,g,Grams,g,Stock-In+Hand,,fifo,,Bulat Pharmaceutical Private Limited,,,,0,Inventory
2.34877E+18,Metformin HCL,Metfo-Sohan,,FALSE,,,,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,5,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,,,,,,,,,,Sales
2.34877E+18,Vancomycin Hydrochloride for Inj.(Lyophilised Sterile Bulk) USP,Vanco-Macch,,FALSE,,,,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,5,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,,,,,,,,,,Sales
2.34877E+18,Octreotide,OCTRE-TIANI,,FALSE,,,,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,5,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,,,,,,,,,,Sales
2.34877E+18,Sertraconazole Nitrate BP,Optimus _Sertraconazole Nitrate BP,,TRUE,29333990,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,OPTIMUS DRUGS PRIVATE LIMITED,,,,0,Inventory
2.34877E+18,Domperidone Maleate,Vasudha_Domperidone Maleate,,TRUE,29225090,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,VASUDHA PHARMA CHEM LIMITED-AP,,,,0,Inventory
2.34877E+18,Modafinil Micronized,Apitoria_Modafinil Micronized,,TRUE,,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,APITORIA PHARMA PRIVATE LIMITED-TS,,,,0,Inventory
2.34877E+18,COMPUTER PERIPHERALS,COMPUTER PERIPHERALS,,FALSE,85044030,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,nos,Numbers,Numbers,nos,Numbers,nos,,,,,VSL ELECTRONICS,,,,,Purchases
2.34877E+18,Mebeverine HCL,Mebev-Synth,,FALSE,,,,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,5,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,,,,,,,,,,Sales
2.34877E+18,SCANNER PLUSTEK S410,SCANNER PLUSTEK S410,,FALSE,84716050,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,nos,Numbers,Numbers,nos,Numbers,nos,Inventory Asset,,,,VSL ELECTRONICS,,,,,Sales and Purchases
2.34877E+18,Acetone,BP,,FALSE,,,,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,5,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,,,,,,,,,,Sales
2.34877E+18,Ubidecarenone (CO ENZYME Q 10),Indovedic_Ubidecarenone (CO ENZYME Q 10),,TRUE,29146200,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,INDOVEDIC NUTRIENTS PRIVATE LIMITED,,,,0,Inventory
2.34877E+18,MCT OIL,Subhash_MCT Oil,,TRUE,15162091,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,,,,,0,Inventory
2.34877E+18,Sodium Borohydride,SBH,,FALSE,,,,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,5,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Inventory Asset,,,,,,,,,Sales and Purchases
2.34877E+18,Riluzole,RILU-Alkem,,FALSE,,,,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,5,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Inventory Asset,,,,,,,,,Sales and Purchases
2.34877E+18,PAROXETINE HYDROCHOLRIDE HEMIHYDRATE USP,PAROXETINE HYDROCHOLRIDE HEMIHYDRATE USP,,TRUE,29333200,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,,,,,0,Inventory
2.34877E+18,Doxycycline Hyclate Pellets 33%,Meenaxy_Doxycycline Hyclate Pellets 33%,,TRUE,123456,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,MEENAXY PHARMA PRIVATE LIMITED,,,,0,Inventory
2.34877E+18,Enoxaparain Sodium,Enoxa-Sumar,,FALSE,,,,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,5,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,,,,,,,,,,Sales
2.34877E+18,UNITOP – CS-200,Unitop_ UNITOP – CS-200,,TRUE,,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,ROSSARI BIOTECH LIMITED,,,,0,Inventory
2.34877E+18,Pancreatin Enteric Coated Pellets,VPL Chemicals_Pancreatin Enteric Coated Pellets,,TRUE,35079099,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,VPL CHEMICALS PVT LTD,,,,0,Inventory
2.34877E+18,Pancreatin Granules BP,VPL_Pancreatin Granules BP,,TRUE,35079079,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,VPL CHEMICALS PVT LTD,,,,0,Inventory
2.34877E+18,Minoxidil USP,VPL_Minoxidil USP,,TRUE,29335990,cm,kg,,TRUE,,goods,,,GST18,18,Group,IGST18,18,Simple,1,,,Active,kg,Kilograms,Kilograms,kg,Kilograms,kg,Stock-In+Hand,,fifo,,VPL CHEMICALS PVT LTD,,,,0,Inventory
